,kappa,# Edges,# Nodes,Min Degree,Max Degree,Diameter,S_0_1,S_1_1,S_2_1,S_3_1,S_4_1,S_5_1,S_6_1,S_7_1,S_8_1,S_9_1,S_10_1,S_11_1,S_12_1,S_13_1,S_0_2,S_1_2,S_2_2,S_3_2,S_4_2,S_5_2,S_6_2,S_7_2,S_8_2,S_9_2,S_10_2,S_11_2,S_12_2,S_13_2,S_0_3,S_1_3,S_2_3,S_3_3,S_4_3,S_5_3,S_6_3,S_7_3,S_8_3,S_9_3,S_10_3,S_11_3,S_12_3,S_13_3,label
2144,5,42,14,3,9,3,3,1,2,3,2,2,0,1,2,0,3,1,1,2,4.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,0.0,3.0,4.0,0.0,4.0,4.0,2.0,3.0,4.0,2.0,0.0,3.0,3.0,4.0,1
2145,5,28,14,3,6,3,4,4,3,3,0,4,0,0,0,3,0,2,0,3,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
2146,5,28,14,2,7,3,0,1,0,3,3,0,1,1,0,3,1,0,1,1,1.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,3.0,2.0,3.0,3.0,1
2147,5,56,14,6,11,2,1,3,2,1,3,1,1,3,3,2,1,0,0,2,2.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,0.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,4.0,3.0,2.0,2.0,4.0,1
2148,5,56,14,5,10,2,2,4,2,3,3,1,4,0,4,3,4,4,1,2,3.0,0.0,3.0,4.0,4.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,3.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,1
2149,5,42,14,4,8,3,4,4,1,3,4,4,3,3,2,4,1,3,2,1,0.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,3.0,0.0,2.0,4.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,3.0,1
2150,5,56,14,4,11,2,0,4,1,0,0,0,1,1,2,2,4,3,1,0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,0.0,3.0,2.0,1
2151,5,42,14,4,9,3,1,0,1,2,1,3,0,1,0,3,3,1,1,3,2.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,1
2152,5,42,14,4,9,2,3,3,0,4,1,1,3,0,0,2,3,3,3,3,4.0,4.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1
2153,5,42,14,3,9,2,4,4,0,4,3,3,2,3,3,4,3,4,3,1,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1
2154,5,56,14,5,11,2,1,4,0,0,4,4,0,2,3,0,0,4,3,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,0.0,2.0,1
2155,5,42,14,4,9,3,2,0,0,0,3,2,1,1,1,1,2,1,1,2,3.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,0.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1
2156,5,42,14,3,8,3,4,0,4,0,2,1,2,3,2,1,1,2,1,1,0.0,1.0,0.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,0.0,4.0,3.0,3.0,4.0,3.0,3.0,1
2157,5,56,14,6,11,2,0,3,4,0,0,2,3,2,2,3,3,3,4,2,0.0,4.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,1
2158,5,28,14,2,7,3,1,0,3,3,4,4,4,2,1,0,1,0,3,3,2.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,1
2159,5,42,14,5,7,2,2,2,0,2,0,0,0,4,0,3,0,4,3,0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2160,5,42,14,3,10,3,4,2,3,0,4,4,4,4,3,4,4,4,0,2,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1
2161,5,42,14,3,8,3,1,0,1,1,0,2,1,0,0,0,4,3,3,2,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,1
2162,5,42,14,4,8,3,0,3,2,4,2,1,1,4,3,3,0,2,0,0,1.0,4.0,3.0,0.0,3.0,2.0,2.0,0.0,4.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,4.0,1.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,1
2163,5,28,14,2,6,4,0,2,4,4,4,2,4,4,4,0,0,2,0,0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
2164,5,42,14,4,9,2,2,0,0,0,1,4,2,0,1,4,2,1,4,4,3.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,4.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,1
2165,5,42,14,5,9,2,3,2,3,2,1,0,3,4,3,2,2,3,1,4,4.0,3.0,4.0,3.0,2.0,0.0,4.0,0.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,1
2166,5,56,14,5,10,2,2,0,0,4,2,3,4,2,0,3,4,0,4,2,3.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1
2167,5,28,14,2,5,3,4,3,3,3,3,4,4,4,2,2,4,4,1,3,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,1
2168,5,28,14,2,6,3,2,1,4,0,3,2,2,1,3,3,3,1,4,4,3.0,2.0,0.0,0.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1
2169,5,28,14,2,6,4,0,0,4,0,1,1,1,4,2,0,0,2,2,2,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,4.0,2.0,2.0,4.0,4.0,4.0,1
2170,5,42,14,4,8,2,0,0,4,4,0,1,0,1,1,1,4,1,0,1,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1
2171,5,56,14,6,10,2,1,4,1,1,0,2,4,0,1,0,4,0,4,2,2.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,1
2172,5,28,14,2,6,3,4,0,1,2,0,1,1,1,1,3,1,3,1,3,0.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,1
2173,5,42,14,3,10,3,1,4,4,1,4,2,0,2,2,2,4,3,0,2,2.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,3.0,3.0,0.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,0.0,2.0,4.0,1
2174,5,28,14,2,7,3,1,4,2,1,1,2,1,2,1,1,2,4,0,1,2.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,0.0,2.0,3.0,1
2175,5,28,14,2,6,3,2,0,3,3,2,3,3,3,3,3,1,4,4,3,3.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1
2176,5,42,14,3,8,2,4,2,1,4,2,2,4,3,1,3,4,2,4,1,0.0,3.0,2.0,0.0,3.0,3.0,0.0,4.0,2.0,4.0,0.0,3.0,0.0,2.0,0.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,1
2177,5,28,14,2,6,4,3,4,2,3,0,1,4,3,0,4,3,1,1,0,4.0,0.0,3.0,4.0,1.0,2.0,0.0,4.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,1
2178,5,28,14,2,8,3,2,1,2,0,2,4,0,2,4,4,0,1,4,1,3.0,2.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,1
2179,5,56,14,6,12,2,2,4,0,0,1,2,4,4,2,1,0,2,1,0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,2.0,1
2180,5,56,14,6,11,2,1,3,3,4,1,3,1,2,4,0,4,2,2,3,2.0,4.0,4.0,0.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,2.0,0.0,4.0,4.0,0.0,1
2181,5,56,14,5,11,2,3,4,2,1,1,0,0,0,1,3,4,0,0,0,4.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,1
2182,5,42,14,3,9,3,3,3,3,3,1,0,3,2,4,4,1,4,1,4,4.0,4.0,4.0,4.0,2.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,1
2183,5,28,14,2,6,3,1,3,1,4,4,3,0,3,2,1,1,1,3,2,2.0,4.0,2.0,0.0,0.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,3.0,3.0,0.0,4.0,1
2184,5,28,14,2,6,4,1,2,3,2,3,3,0,0,1,4,2,4,3,2,2.0,3.0,4.0,3.0,4.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,3.0,3.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,1
2185,5,56,14,5,11,2,0,0,1,0,1,3,0,3,0,3,4,0,4,0,0.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1
2186,5,28,14,2,8,3,2,1,2,4,2,4,0,1,1,1,4,0,1,0,3.0,2.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,0.0,1
2187,5,56,14,6,9,2,0,4,0,0,4,1,0,3,3,1,0,4,3,0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1
2188,5,28,14,2,6,3,0,4,0,1,4,4,4,1,3,1,2,3,3,0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,3.0,4.0,0.0,0.0,2.0,1
2189,5,28,14,3,6,3,4,0,1,2,1,1,2,4,3,2,3,3,3,1,0.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1
2190,5,56,14,5,11,2,0,2,1,2,2,3,0,3,4,2,4,3,4,3,0.0,3.0,2.0,3.0,3.0,4.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1
2191,5,56,14,6,11,2,4,3,1,4,1,4,4,1,0,4,1,4,0,3,0.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,3.0,1.0,2.0,0.0,1
2192,5,28,14,2,6,3,2,3,0,0,3,4,4,3,3,0,4,2,2,1,3.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1
2193,5,42,14,4,8,3,2,1,1,2,1,2,3,3,2,1,4,4,3,1,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,0.0,0.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,1
2194,5,28,14,2,6,3,1,3,4,4,3,0,4,4,0,4,4,0,4,3,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2195,5,28,14,2,6,4,3,2,1,1,3,2,0,2,4,1,3,1,0,1,4.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,4.0,3.0,3.0,0.0,4.0,2.0,4.0,1.0,3.0,0.0,3.0,2.0,3.0,1
2196,5,42,14,3,10,3,2,0,4,1,4,4,4,1,3,3,4,1,1,2,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,2.0,3.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,4.0,1
2197,5,28,14,2,7,3,3,4,0,4,1,4,1,2,1,0,4,3,4,4,4.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1
2198,5,28,14,2,7,3,3,1,3,1,1,4,3,3,1,3,2,2,4,0,4.0,2.0,4.0,2.0,2.0,0.0,4.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,1.0,2.0,1
2199,5,56,14,6,10,2,0,4,1,0,0,2,1,3,1,0,4,4,0,1,1.0,0.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,1
2200,5,56,14,5,11,2,3,1,1,2,3,0,4,1,2,2,2,4,3,1,4.0,2.0,2.0,3.0,4.0,1.0,0.0,2.0,3.0,3.0,3.0,0.0,4.0,2.0,0.0,3.0,3.0,4.0,0.0,2.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,3.0,1
2201,5,28,14,2,8,3,1,3,1,2,2,2,4,2,1,2,4,0,4,3,2.0,4.0,2.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,4.0,3.0,0.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,4.0,0.0,2.0,0.0,0.0,1
2202,5,28,14,2,7,3,2,2,1,2,3,2,4,3,2,4,3,4,3,4,3.0,3.0,2.0,3.0,4.0,3.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,3.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1
2203,5,28,14,2,6,3,0,1,1,3,2,4,1,0,0,0,2,2,3,1,1.0,2.0,2.0,4.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,1.0,4.0,4.0,0.0,3.0,1
2204,5,28,14,2,6,4,1,1,2,0,3,0,0,4,1,2,1,1,2,3,2.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,4.0,3.0,3.0,4.0,0.0,1
2205,5,28,14,3,8,3,0,1,3,0,2,1,4,3,0,1,4,2,1,2,1.0,2.0,4.0,0.0,3.0,2.0,0.0,4.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,3.0,0.0,1.0,4.0,3.0,1.0,0.0,2.0,3.0,0.0,4.0,3.0,4.0,1
2206,5,42,14,4,7,2,3,3,4,4,3,0,0,2,2,0,0,3,3,2,4.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,1
2207,5,28,14,3,6,3,3,1,0,0,3,0,4,0,0,3,1,2,2,2,4.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,1
2208,5,42,14,3,9,3,3,2,4,2,2,3,3,3,3,2,0,1,2,2,4.0,3.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,0.0,2.0,3.0,3.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,4.0,1
2209,5,28,14,2,6,4,0,4,3,0,3,1,0,3,2,4,4,2,0,2,0.0,0.0,4.0,0.0,4.0,2.0,0.0,4.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,4.0,1
2210,5,56,14,6,10,2,3,3,0,2,3,0,2,0,1,1,1,3,2,3,4.0,4.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0,0.0,4.0,0.0,1
2211,5,56,14,6,11,2,2,1,4,0,1,0,1,2,0,0,2,3,3,0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0,1
2212,5,28,14,2,6,3,3,4,0,0,0,4,1,3,4,4,4,1,2,0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,4.0,2.0,1
2213,5,42,14,4,9,2,1,1,0,2,2,1,2,0,3,3,1,2,1,1,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,0.0,0.0,3.0,4.0,3.0,3.0,1
2214,5,56,14,7,10,2,2,3,2,2,2,4,0,4,0,2,2,3,0,2,3.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,3.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,1
2215,5,28,14,2,6,3,1,4,0,0,1,4,3,1,3,4,1,2,4,1,2.0,0.0,1.0,1.0,2.0,0.0,4.0,2.0,4.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,3.0,1
2216,5,28,14,2,6,4,2,3,1,0,4,2,2,1,0,0,0,1,3,0,3.0,4.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,4.0,1.0,4.0,0.0,3.0,1.0,0.0,4.0,4.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,1
2217,5,42,14,4,10,3,2,2,1,2,0,3,0,4,2,1,0,3,2,1,3.0,3.0,2.0,3.0,1.0,4.0,1.0,0.0,3.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,0.0,2.0,1.0,4.0,3.0,2.0,0.0,4.0,3.0,1
2218,5,28,14,2,8,3,2,3,4,2,1,4,0,2,2,0,3,4,0,4,3.0,4.0,0.0,3.0,2.0,0.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1
2219,5,42,14,3,9,3,2,0,0,0,4,4,1,0,4,4,1,2,2,1,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,1
2220,5,56,14,5,12,2,4,2,1,4,0,4,3,1,4,0,0,4,1,1,0.0,3.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1
2221,5,56,14,6,11,2,3,3,1,3,2,1,3,1,3,2,1,0,4,0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,3.0,0.0,4.0,3.0,2.0,0.0,2.0,1
2222,5,28,14,2,6,3,3,2,1,0,0,1,1,4,4,2,4,2,3,0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,4.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1
2223,5,56,14,5,11,2,2,1,3,2,3,1,1,2,1,0,2,3,1,4,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,0.0,3.0,4.0,2.0,0.0,4.0,3.0,0.0,4.0,0.0,3.0,3.0,4.0,3.0,0.0,4.0,0.0,3.0,0.0,1
2224,5,56,14,5,11,2,2,0,4,0,3,4,4,3,4,1,0,4,3,4,3.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1
2225,5,56,14,5,12,2,2,4,1,1,1,2,3,0,3,3,4,3,4,3,3.0,0.0,2.0,2.0,2.0,3.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2226,5,42,14,5,7,2,1,3,4,2,1,1,0,4,4,3,2,2,0,2,2.0,4.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,1
2227,5,28,14,3,5,3,1,0,2,1,1,2,0,1,2,2,4,3,1,3,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,0.0,0.0,3.0,0.0,1
2228,5,56,14,5,10,2,0,4,2,4,3,1,4,2,3,3,1,3,1,1,1.0,0.0,3.0,0.0,4.0,2.0,0.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,1
2229,5,28,14,2,6,4,4,1,2,4,2,4,3,2,2,4,2,0,3,2,0.0,2.0,3.0,0.0,3.0,0.0,4.0,3.0,3.0,0.0,3.0,0.0,4.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,1
2230,5,42,14,4,9,2,2,3,3,2,4,3,0,2,4,2,0,2,3,2,3.0,4.0,4.0,3.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,4.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,1
